"iata_code"	"icao_code"	"name_rus"	"city_rus"	"country_rus"	"latitude"	"longitude"	"tags"
"CHC"	"NZCH"		"Кристчерч"	"Новая Зеландия"	"-43.489444"	"172.534444"	
"CRN"		"Кромарти"	"Кромарти"	"Великобритания"	"57.667"	"-4.033"	
"CRV"	"LIBC"	"Кротоне"	"Кротон"	"Италия"	"38.997225"	"17.080169"	
"SEK"			"Ксар-Эс-Сук"	"Марокко"	"31.950"	"-4.400"	
"XAY"	"VLSB"	"Ксейабери"	"Ксейабери"	"Лаос"	"18.667"	"104.717"	
"XKH"	"VLXK"	"Ксьенг-Кхуанг"	"Ксьенг-Кхуанг"	"Лаос"	"19.449997"	"103.158333"	
"XIE"	"VLXL"	"Ксьенглом"	"Ксьенглом"	"Лаос"	"19.650"	"100.833"	
"KUL"	"WMKK"		"Куала-Лумпур"	"Малайзия"	"2.745578"	"101.709917"	
"SZB"	"WMSA"		"Куала-Лумпур"	"Малайзия"	"3.130583"	"101.549333"	
"TGG"	"WMKN"		"Куала-Теренгану"	"Малайзия"	"5.382639"	"103.103360"	
"KUA"	"WMKD"	"Куантан"	"Куантан"	"Малайзия"	"3.775389"	"103.209056"	
"ZJB"	"MGZA"		"Куантан"	"Малайзия"	"3.97"	"103.43888888889"	
"TAO"	"ZSQD"	"Куаньдян"	"Куаньдян"	"Китай"	"36.266108"	"120.374436"	
"IQN"	"ZLQY"	"Куаньян"	"Куаньян"	"Китай"	"35.799722"	"107.602778"	
"CPD"	"YCBP"	"Кубер Педи"	"Кубер Педи"	"Австралия"	"-29.040000"	"134.720833"	
"KUG"	"YKUB"	"Кубин-Айленд"	"Кубин-Айленд"	"Австралия"	"-10.225000"	"142.218333"	
"KCA"	"ZWKC"	"Куга"	"Куга"	"Китай"	"41.718056"	"82.986944"	
"KUY"	"RPLO"		"Кугурурок-Ривер, шт. Аляска"	"США"	"57.634444444444"	"-153.99833333333"	
"AGT"	"SGES"		"Кудад-дель-Эсте"	"Парагвай"	"-25.455500"	"-54.843592"	
"CDP"	"VOCP"	"Куддапах"	"Куддапах"	"Индия"	"14.509961"	"78.772833"	
"CUE"	"SECU"	"Куенка"	"Куенка"	"Эквадор"	"-2.889467"	"-78.984397"	
"CVJ"	"MMCB"		"Куернавака"	"Мексика"	"18.834764"	"-99.261300"	
"CGB"	"SBCY"		"Куиаба"	"Бразилия"	"-15.652931"	"-56.116719"	
"UIP"	"LFRQ"		"Куимпер"	"Франция"	"47.975000"	"-4.167778"	
"CDA"	"YCOO"	"Куинда"	"Куинда"	"Австралия"	"-12.903889"	"132.532778"	
"MQI"	"KMQI"	"Куинси"	"Куинси"	"США"	"42.250"	"-71.000"	
"UIN"	"KUIN"		"Куинси"	"США"	"39.942853"	"-91.194584"	
"UEE"	"YQNS"	"Куинстаун"	"Куинстаун"	"Австралия"	"-42.076"	"145.531"	
"ZQN"	"NZQN"	"Куинстаун"	"Куинстаун"	"Новая Зеландия"	"-45.021111"	"168.739167"	
"UTW"	"FAQT"	"Куинстаун"	"Куинстаун"	"ЮАР"	"-31.920197"	"26.882206"	
"CTI"	"FNCV"	"Куито"	"Куито"	"Ангола"	"-15.160278"	"19.156111"	
"SVP"	"FNKU"		"Куито"	"Ангола"	"-12.404633"	"16.947414"	
"UIO"	"SEQU"		"Куито"	"Эквадор"	"-0.141144"	"-78.488214"	
"CTN"	"YCKN"	"Куктаун"	"Куктаун"	"Австралия"	"-15.444722"	"145.184444"	
"KUE"	"AGKU"	"Кукунди"	"Кукунди"	"Соломоновы острова"	"-8.017"	"156.950"	
"KOU"	"FOGK"	"Куламуту"	"Куламуту"	"Габон"	"-1.184611"	"12.441253"	
"CUJ"		"Кулион"	"Кулион"	"Филиппины"	"11.850"	"119.933"	
"KOC"	"NWWK"	"Кумак"	"Кумак"	"Новая Каледония"	"-20.546389"	"164.255556"	
"KOL"		"Кумала"	"Кумала"	"Центральноафриканская Республика"	"8.500"	"21.250"	
"KMJ"	"RJFT"	"Кумамото"	"Кумамото"	"Япония"	"32.837319"	"130.855050"	
"CUM"	"SVCU"	"Кумана"	"Кумана"	"Венесуэла"	"10.450333"	"-64.130472"	
"KMS"	"DGSI"	"Кумаси"	"Кумаси"	"Гана"	"6.714564"	"-1.590819"	
"SBI"	"GUSB"		"Кундара"	"Гвинея"	"12.572735"	"-13.358533"	
"UND"	"OAUZ"	"Кундуз"	"Кундуз"	"Афганистан"	"36.665111"	"68.910833"	
"CUF"	"LIMZ"		"Кунео"	"Италия"	"44.547019"	"7.623217"	
"KMG"	"ZPPP"	"Кунминг"	"Кунминг"	"Китай"	"24.992364"	"102.743536"	
"KNX"	"YPKU"	"Кунунурра"	"Кунунурра"	"Австралия"	"-15.778056"	"128.707500"	
"KUO"	"EFKU"	"Куопио"	"Куопио"	"Финляндия"	"63.007150"	"27.797756"	
"KUP"		"Купиано"	"Купиано"	"Папуа - Новая Гвинея"	"-10.067"	"148.217"	
"CRJ"		"Курабье"	"Курабье"	"Австралия"	"-31.894444"	"132.296389"	
"KWV"		"Курвина"	"Курвина"	"Папуа - Новая Гвинея"	"-5.983"	"155.367"	
"KRO"	"USUU"	"Курган"	"Курган"	"Россия"	"55.475278"	"65.415555"	
"URE"	"EEKE"	"Курессааре"	"Курессааре"	"Эстония"	"58.229883"	"22.509494"	
"KUQ"		"Кури"	"Кури"	"Папуа - Новая Гвинея"	"-7.133"	"143.267"	
"KUC"	"NGKT"	"Куриа"	"Куриа"	"Кирибати"	"0.218611"	"173.442222"	
"BFH"	"KBUR"		"Куритиба"	"Бразилия"	"-25.405"	"-49.231944444444"	
"CWB"	"SBCT"		"Куритиба"	"Бразилия"	"-25.528475"	"-49.175775"	
"CUI"		"Куррилло"	"Куррилло"	"Колумбия"	"4.667"	"-72.000"	
"URS"	"UUOK"	"Курск"	"Курск"	"Россия"	"51.750614"	"36.295586"	
"KMH"	"FAKU"	"Куруман"	"Куруман"	"ЮАР"	"-27.456667"	"23.411388"	
"KPG"	"SYKP"	"Курупунг"	"Курупунг"	"Гайана"	"6.467"	"-59.167"	
"UZU"	"SATU"	"Курусу-Куатья"	"Курусу-Куатья"	"Аргентина"	"-29.770555"	"-57.978889"	
"CVF"	"LFLJ"	"Куршевель"	"Куршевель"	"Франция"	"45.396667"	"6.633611"	
"KAO"	"EFKS"	"Кусамо"	"Кусамо"	"Финляндия"	"65.987575"	"29.239381"	
"CUZ"	"SPZO"		"Куско"	"Перу"	"-13.535722"	"-71.938781"	
"KOB"	"FKKM"	"Кутаба"	"Кутаба"	"Камерун"	"5.636919"	"10.750817"	
"KUT"	"UGKO"	"Кутаиси"	"Кутаиси"	"Грузия"	"42.176653"	"42.482583"	
"KTX"	"GAKO"	"Кутиала"	"Кутиала"	"Мали"	"12.350"	"-5.433"	
"AKF"	"HLKF"	"Куфра"	"Куфра"	"Ливия"	"24.178728"	"23.313958"	
"COH"	"VECO"	"Куч-Бехар"	"Куч-Бехар"	"Индия"	"26.330508"	"89.467203"	
"KCH"	"WBGG"	"Кучинг"	"Кучинг"	"Малайзия"	"1.484697"	"110.346933"	
"ZGY"	"EPDA"		"Кучинг"	"Малайзия"	"5.9666666666667"	"100.55"	
"KUJ"		"Кушимото"	"Кушимото"	"Япония"	"33.450"	"135.800"	
"KUH"	"RJCK"	"Куширо"	"Куширо"	"Япония"	"43.040967"	"144.192986"	
"IQM"	"ZWCM"	"Куэмо"	"Куэмо"	"Китай"	"38.149444"	"85.532778"	
"HJR"	"VAKJ"	"Кхаджурахо"	"Кхаджурахо"	"Индия"	"24.817197"	"79.918597"	
"KKC"	"VTUK"	"Кхон Каен"	"Кхон Каен"	"Таиланд"	"16.466628"	"102.783661"	
"KOG"	"VLKG"	"Кхонг"	"Кхонг"	"Лаос"	"14.117"	"105.850"	
"KHL"	"VGKN"	"Кхулна"	"Кхулна"	"Бангладеш"	"22.783"	"89.533"	
"KYZ"	"UNKY"	"Кызыл"	"Кызыл"	"Россия"	"51.669444"	"94.400556"	
"KYP"	"VYKP"	"Кьяукпью"	"Кьяукпью"	"Мьянма"	"19.426447"	"93.534836"	
"KYT"	"VYKU"	"Кьяуктау"	"Кьяуктау"	"Мьянма"	"21.400"	"94.133"	
"YBL"	"CYBL"	"Кэмпбелл Ривер"	"Кэмпбелл Ривер"	"Канада"	"49.950832"	"-125.270833"	
"YHH"	"KSJC"		"Кэмпбелл Ривер"	"Канада"	"50.016666666667"	"-1.25"	
"CAT"	"MYCB"		"Кэт-Айленд"	"Багамские острова"	"24.315292"	"-75.452331"	
"KTR"	"YPTN"		"Кэтрин"	"Австралия"	"-14.521111"	"132.377778"	
"CTR"	"YCAC"	"Кэттл-Крик"	"Кэттл-Крик"	"Австралия"	"-17.607500"	"131.549722"	
"KDL"	"EEKA"	"Кярдла"	"Кярдла"	"Эстония"	"58.990756"	"22.830733"	
"LCG"	"LECO"	"Ла-Коруна"	"Ла Коруна"	"Испания"	"43.302061"	"-8.377255"	
"LPB"	"SLLP"		"Ла Пас"	"Боливия"	"-16.513338"	"-68.192256"	
"LAP"	"MMLP"		"Ла Пас"	"Мексика"	"24.072694"	"-110.362475"	
"LRH"	"LFBH"		"Ла Рошель"	"Франция"	"46.179211"	"-1.195236"	
"LSC"	"SCSE"		"Ла Серена"	"Чили"	"-29.916233"	"-71.199522"	
"LAG"		"Ла-Гуайра"	"Ла-Гуайра"	"Венесуэла"	"10.600"	"-66.933"	
"DSD"	"TFFA"	"Ла-Дезираде"	"Ла-Дезираде"	"Гваделупа"	"16.296944"	"-61.084444"	
"LCL"	"MULM"	"Ла-Колома"	"Ла-Колома"	"Куба"	"22.336261"	"-83.642111"	
"LPD"	"SKLP"	"Ла-Педрера"	"Ла-Педрера"	"Колумбия"	"-1.328611"	"-69.579722"	
"PLG"		"Ла Плань"	"Ла-Планье"	"Франция"	"44.633333333333"	"2.5666666666667"	
"LPE"		"Ла-Примавера"	"Ла-Примавера"	"Колумбия"	"3.733"	"-76.233"	
"IRJ"	"SANL"		"Ла-Риоха"	"Аргентина"	"-29.381636"	"-66.795839"	
"LRM"	"MDLR"		"Ла-Романа"	"Доминиканская Республика"	"18.450711"	"-68.911833"	
"EDM"	"LFRI"		"Ла-Рош"	"Франция"	"46.702383"	"-1.381758"	
"LUI"		"Ла-Унион"	"Ла-Унион"	"Гондурас"	"15.017"	"-86.683"	
"LFR"	"SVLF"	"Ла-Фриа"	"Ла-Фриа"	"Венесуэла"	"8.239167"	"-72.271028"	
"LCR"		"Ла-Хоррера"	"Ла-Хоррера"	"Колумбия"	"-1.000"	"-73.000"	
"EUN"	"GMML"		"Лаайюн"	"Западная Сахара"	"27.151667"	"-13.219167"	
"LRC"	"ETUL"		"Лаарбух"	"Германия"	"51.602222"	"6.141528"	
"LBS"	"NFNL"	"Лабаса"	"Лабаса"	"Фиджи"	"-16.466749"	"179.339860"	
"LEK"	"GULB"	"Лабе"	"Лабе"	"Гвинея"	"11.326058"	"-12.286850"	
"LAB"		"Лаблаб"	"Лаблаб"	"Папуа - Новая Гвинея"	"-5.717"	"148.050"	
"LBJ"	"WATO"		"Лабуан-Баджо"	"Индонезия"	"-8.486656"	"119.889050"	
"LAH"	"WAPH"	"Лабуха"	"Лабуха"	"Индонезия"	"-0.633"	"127.500"	
"LVA"	"LFOV"		"Лаваль"	"Франция"	"48.032250"	"-0.742781"	
"LGQ"	"SENL"	"Лаго-Агрио"	"Лаго-Агрио"	"Эквадор"	"0.092439"	"-76.869314"	
"LOS"	"DNMM"		"Лагос"	"Нигерия"	"6.577369"	"3.321156"	
"LOM"			"Лагос-де-Морено"	"Мексика"	"21.350"	"-101.933"	
"LGY"		"Лагуниллас"	"Лагуниллас"	"Венесуэла"	"10.123056"	"-71.238056"	
"LDO"		"Ладуанье"	"Ладуанье"	"Суринам"	"4.350"	"-55.400"	
"LMR"	"FALC"	"Лайм-Акрес"	"Лайм-Акрес"	"ЮАР"	"-28.360069"	"23.439069"	
"LKB"	"NFNK"	"Лакеба"	"Лакеба"	"Фиджи"	"-18.199167"	"-178.816944"	
"LKO"	"VILK"		"Лакнау"	"Индия"	"26.760594"	"80.889339"	
"LAV"		"Лаломалава"	"Лаломалава"	"Самоа"	"-14.017"	"-171.733"	
"LPM"	"NVSL"	"Ламап"	"Ламап"	"Вануату"	"-16.454"	"167.823"	
"LMG"		"Ламасса"	"Ламасса"	"Папуа - Новая Гвинея"	"-4.667"	"152.733"	
"LBQ"	"FOGR"	"Ламбарене"	"Ламбарене"	"Габон"	"-0.704389"	"10.245722"	
"LNB"	"NVSM"	"Ламен-Бей"	"Ламен-Бей"	"Вануату"	"-16.584167"	"168.159167"	
"LDN"	"VNLD"	"Ламиданда"	"Ламиданда"	"Непал"	"27.253117"	"86.670044"	
"LPT"	"VTCL"	"Лампанг"	"Лампанг"	"Таиланд"	"18.270933"	"99.504167"	
"LGO"	"EDWL"	"Лангеоог"	"Лангеоог"	"Германия"	"53.742771"	"7.498608"	
"LNM"		"Лангимар"	"Лангимар"	"Папуа - Новая Гвинея"	"-7.217"	"146.200"	
"LGK"	"WMKL"		"Лангкави"	"Малайзия"	"6.329728"	"99.728667"	
"LTG"	"VNLT"	"Лангтанг"	"Лангтанг"	"Непал"	"28.200"	"85.583"	
"LAI"	"LFRO"		"Ланнион"	"Франция"	"48.754892"	"-3.474483"	
"HLA"	"FALA"	"Лансерия"	"Лансерия"	"ЮАР"	"-25.938514"	"27.926133"	
"LAN"	"KLAN"		"Лансинг"	"США"	"42.778639"	"-84.586194"	
"LHW"	"ZLAN"	"Аэропорт Ланчжоу"	"Ланчжоу"	"Китай"	"36.117"	"103.617"	
"LZD"	"ZLLD"		"Ланчжоу"	"Китай"	"36.167"	"103.683"	
"ZGC"	"ZLLL"		"Ланчжоу"	"Китай"	"36.515242"	"103.620775"	
"LAO"	"RPLI"		"Лаоак"	"Филиппины"	"18.178092"	"120.531522"	
"LPP"	"EFLP"	"Лаппенранта"	"Лаппенранта"	"Финляндия"	"61.044553"	"28.144397"	
"LHA"	"EDTL"		"Лар"	"Германия"	"48.369250"	"7.827722"	
"LKA"	"WRKL"	"Ларантука"	"Ларантука"	"Индонезия"	"-8.350"	"122.983"	
"LRD"	"KLRD"		"Ларедо"	"США"	"27.543799"	"-99.461533"	
"LRA"	"LGLR"	"Лариса"	"Лариса"	"Греция"	"39.650253"	"22.465500"	
"LCA"	"LCLK"		"Ларнака"	"Кипр"	"34.875117"	"33.624850"	
"HSH"	"KHND"		"Лас Вегас"	"США"	"35.972861"	"-115.134444"	
"LAS"	"KLAS"		"Лас Вегас"	"США"	"36.080056"	"-115.152250"	
"LVS"	"KLVS"	"Лас Вегас"	"Лас Вегас"	"США"	"35.654222"	"-105.142389"	
"VGT"	"KVGT"		"Лас Вегас"	"США"	"36.210694"	"-115.194444"	
"LGT"	"SKGA"	"Лас-Гавиотас"	"Лас-Гавиотас"	"Колумбия"	"4.550"	"-70.925"	
"LCS"		"Лас-Канас"	"Лас-Канас"	"Коста-Рика"	"10.417"	"-85.083"	
"LLH"		"Лас-Лимас"	"Лас-Лимас"	"Гондурас"	"15.433"	"-87.883"	
"LLS"	"SATK"	"Лас-Ломитас"	"Лас-Ломитас"	"Аргентина"	"-24.721367"	"-60.548836"	
"LSP"	"SVJC"		"Лас-Пьедрас"	"Венесуэла"	"11.780775"	"-70.151497"	
"VTU"	"MUVT"	"Лас Тунас"	"Лас-Тунас"	"Куба"	"20.987642"	"-76.935800"	
"LHS"	"SAVH"	"Лас-Херас"	"Лас-Херас"	"Аргентина"	"-46.533056"	"-68.951111"	
"LTL"	"FOOR"	"Ластурвилль"	"Ластурвилль"	"Габон"	"-0.826667"	"12.748611"	
"LTK"	"OSLK"	"Латакия"	"Латакия"	"Сирия"	"35.401094"	"35.948681"	
"LTB"	"YLTV"	"Латроуб"	"Латроуб"	"Австралия"	"-41.233"	"146.417"	
"LBE"	"KLBE"		"Латроуб"	"США"	"40.274611"	"-79.406750"	
"QLX"		"Лаутерах"	"Лаутерах"	"Австрия"	"47.483"	"9.733"	
"LHE"	"OPLA"		"Лахор"	"Пакистан"	"31.521564"	"74.403594"	
"LZC"	"MMLC"	"Лацаро-Карденас"	"Лацаро-Карденас"	"Мексика"	"18.001731"	"-102.220525"	
"LSH"	"VYLS"	"Лашио"	"Лашио"	"Мьянма"	"22.977881"	"97.752183"	
"LGM"		"Лаягам"	"Лаягам"	"Папуа - Новая Гвинея"	"-5.483"	"143.483"	
"LME"	"LFRM"		"Ле Манс"	"Франция"	"47.948492"	"0.201647"	
"LEH"	"LFOH"		"Ле Хавре"	"Франция"	"49.533889"	"0.088056"	
"CTT"	"LFMQ"	"Ле-Кастейе"	"Ле-Кастейе"	"Франция"	"43.252222"	"5.786111"	
"LPY"	"LFHP"		"Ле-Пуй"	"Франция"	"45.079656"	"3.763442"	
"LEF"	"FXLK"	"Лебакенг"	"Лебакенг"	"Лесото"	"-29.890833"	"28.655556"	
"LWE"	"WATW"	"Леволеба"	"Леволеба"	"Индонезия"	"-8.350"	"123.433"	
"LGZ"		"Легизамо"	"Легизамо"	"Колумбия"	"-0.167"	"-74.767"	
"LAY"	"FALY"	"Ледисмит"	"Ледисмит"	"ЮАР"	"-28.581667"	"29.749722"	
"LTC"	"FTTH"	"Лей"	"Лей"	"Чад"	"9.400"	"16.300"	
"LML"		"Лей-Айленд"	"Лей-Айленд"	"Маршалловы острова"	"8.921111"	"166.264722"	
"LID"	"EHVB"		"Лейден"	"Нидерланды"	"52.166139"	"4.417944"	
"LKP"	"KLKP"	"Лейк Плесид"	"Лейк Плесид"	"США"	"44.264474"	"-73.961866"	
"LBN"		"Озеро Баринго"	"Лейк-Баринго"	"Кения"	"0.667"	"36.083"	
"LKY"	"HTLM"	"Лейк-Маньяра"	"Лейк-Маньяра"	"Танзания"	"-3.376306"	"35.818278"	
"LMY"		"Лейк-Мюррей"	"Лейк-Мюррей"	"Папуа - Новая Гвинея"	"-7.000"	"141.483"	
"LKU"		"Лейк-Рудольф"	"Лейк-Рудольф"	"Кения"	"3.417"	"35.883"	
"LKD"	"YLND"	"Лейклэнд-Даунз"	"Лейклэнд-Даунз"	"Австралия"	"-15.840833"	"144.848889"	
"LTF"		"Лейтре"	"Лейтре"	"Папуа - Новая Гвинея"	"-2.833"	"141.617"	
"LKC"	"FCPE"	"Лекана"	"Лекана"	"Конго"	"-2.317"	"14.600"	
"LKN"	"ENLK"	"Лекнес"	"Лекнес"	"Норвегия"	"68.152500"	"13.609444"	
"LEO"		"Лекони"	"Лекони"	"Габон"	"-1.573056"	"14.288611"	
"LEY"	"EHLE"	"Лелистад"	"Лелистад"	"Нидерланды"	"52.460278"	"5.527222"	
"LNC"		"Ленгбати"	"Ленгбати"	"Папуа - Новая Гвинея"	"-6.383"	"147.367"	
"LEC"	"SBLE"		"Ленкуа"	"Бразилия"	"-12.482289"	"-41.276969"	
"XLU"	"DFCL"	"Лео"	"Лео"	"Буркина-Фасо"	"11.100"	"-2.100"	
"LEN"	"LELN"	"Леон"	"Леон"	"Испания"	"42.589000"	"-5.655556"	
"LHI"	"WAJL"	"Лерех"	"Лерех"	"Индонезия"	"-3.133"	"139.933"	
"LRB"	"FXLR"	"Лерибе"	"Лерибе"	"Лесото"	"-28.855547"	"28.052778"	
"LRS"	"LGLE"	"Лерос"	"Лерос"	"Греция"	"37.184903"	"26.800289"	
"CYA"	"MTCA"	"Лес-Кейес"	"Лес-Кейес"	"Гаити"	"18.271103"	"-73.788289"	
"LSO"	"LFOO"		"Лес-Саблес"	"Франция"	"46.476944"	"-1.722778"	
"LNG"		"Лесе"	"Лесе"	"Папуа - Новая Гвинея"	"-8.267"	"146.267"	
"LES"	"FXLS"	"Лесобенг"	"Лесобенг"	"Лесото"	"-29.783"	"28.317"	
"YQL"	"CYQL"	"Летбридж"	"Летбридж"	"Канада"	"49.630278"	"-112.799722"	
"LTM"	"SYLT"	"Летем"	"Летем"	"Гайана"	"3.372761"	"-59.789439"	
"LTR"	"EILT"	"Леттеркенни"	"Леттеркенни"	"Ирландия"	"54.951400"	"-7.671900"	
"IXL"	"VILH"		"Лех"	"Индия"	"34.135872"	"77.546514"	
"LHP"		"Леху"	"Леху"	"Папуа - Новая Гвинея"	"-6.517"	"155.700"	
"LCC"	"LIBN"		"Лечче"	"Италия"	"40.239228"	"18.133325"	
"LDG"	"TAPT"	"Лешуконское"	"Лешуконское"	"Россия"	0	0	
"LYG"	"ZSLG"	"Лианьюнан"	"Лианьюнан"	"Китай"	"34.571667"	"118.873611"	
"LIE"	"FZFA"	"Либенж"	"Либенж"	"Демократическая республика Конго"	"3.633"	"18.633"	
"LIR"	"MRLB"		"Либерия"	"Коста-Рика"	"10.593015"	"-85.545545"	
"LBK"		"Либой"	"Либой"	"Кения"	"0.348333"	"40.881667"	
"LBV"	"FOOL"	"Либревилль"	"Либревилль"	"Габон"	"0.458600"	"9.412283"	
"LPL"	"EGGP"		"Ливерпуль"	"Великобритания"	"53.333611"	"-2.849722"	
"LVM"	"KLVM"		"Ливингстон"	"США"	"45.699389"	"-110.448306"	
"LVI"	"FLLI"	"Ливингстоун"	"Ливингстоун"	"Замбия"	"-17.821756"	"25.822692"	
"LDK"	"ESGL"		"Лидкопинг"	"Швеция"	"58.465522"	"13.174414"	
"LPX"	"EVLA"	"Лиепая"	"Лиепая"	"Латвия"	"56.517500"	"21.096944"	
"LZR"	"YLZI"	"Лизард Айленд"	"Лизард Айленд"	"Австралия"	"-14.666667"	"145.450000"	
"LIX"	"FWLK"		"Ликома-Айленд"	"Камерун"	"-12.083"	"34.733"	
"LYC"	"ESNL"	"Ликселе"	"Ликселе"	"Швеция"	"64.548322"	"18.716219"	
"IXI"	"VELR"	"Лилабари"	"Лилабари"	"Индия"	"27.295494"	"94.097650"	
"LIL"	"LFQQ"		"Лилль"	"Франция"	"50.563333"	"3.086944"	
"XDB"			"Лилль"	"Франция"	"50.633333333333"	"3.0666666666667"	
"XFA"			"Лилль"	"Франция"	"50.633333333333"	"3.0666666666667"	
"LIM"	"SPIM"		"Лима"	"Перу"	"-12.021889"	"-77.114319"	
"AOH"	"KAOH"		"Лима"	"США"	"40.707478"	"-84.027078"	
"VTA"		"Виктория"	"Лимбе"	"Гондурас"	"14.933"	"-87.383"	
"YWH"	"CYWH"		"Лимбе"	"Канада"	"48.422778"	"-123.387500"	
"YYJ"	"CYYJ"		"Лимбе"	"Канада"	"48.646944"	"-123.425833"	
"VCT"	"KVCT"		"Лимбе"	"США"	"28.852556"	"-96.918487"	
"ZIC"	"SCTO"	"Виктория"	"Лимбе"	"Чили"	"-38.245556"	"-72.348611"	
"LIG"	"LFBL"		"Лимож"	"Франция"	"45.860833"	"1.180278"	
"LMH"		"Лаймон"	"Лимон"	"Гондурас"	"15.850"	"-85.483"	
"LIC"	"KLIC"		"Лимон"	"США"	"39.274778"	"-103.665861"	
"LIO"	"MRLM"	"Лаймон"	"Лимон"	"США"	"9.958056"	"-83.021944"	
"LGN"		"Линга-Линга"	"Линга-Линга"	"Папуа - Новая Гвинея"	"-5.533"	"149.733"	
"LLP"		"Линда-Даунз"	"Линда-Даунз"	"Австралия"	"-23.017"	"138.700"	
"LDI"	"HTLI"		"Линди"	"Танзания"	"-9.851111"	"39.757778"	
"LTP"	"YLHS"	"Линдхерст"	"Линдхерст"	"Австралия"	"-19.194722"	"144.370833"	
"LPI"	"ESSL"	"Линкопинг"	"Линкопинг"	"Швеция"	"58.406150"	"15.680508"	
"LNZ"	"LOWL"		"Линц"	"Австрия"	"48.233219"	"14.187511"	
"LYH"	"KLYH"		"Линчбург"	"США"	"37.325389"	"-79.200431"	
"LYN"	"LFLY"		"Лион"	"Франция"	"45.729519"	"4.938844"	
"LYS"	"LFLL"		"Лион"	"Франция"	"45.725556"	"5.081111"	
"XYD"			"Лион"	"Франция"	"46.235277777778"	"5.1516666666667"	
"XYL"			"Лион"	"Франция"	"45.75"	"4.85"	
"XYV"			"Лион"	"Франция"	"45.75"	"4.85"	
"LPK"	"UUOL"	"Липецк"	"Липецк"	"Россия"	"52.702778"	"39.537778"	
"LIQ"	"FZGA"	"Лисала"	"Лисала"	"Демократическая республика Конго"	"2.170658"	"21.496906"	
"LIS"	"LPPT"		"Лиссабон"	"Португалия"	"38.781311"	"-9.135919"	
"ZYD"	"EHBK"		"Лиссабон"	"Португалия"	39	"-9.1333333333333"	
"LWR"	"EHLW"	"Леуварден"	"Лиуварден"	"Нидерланды"	"53.228611"	"5.760556"	
"LHN"	"RCLS"	"Лишань"	"Лишань"	"Тайвань"	"24.250"	"121.217"	
"LNQ"		"Лоани"	"Лоани"	"Папуа - Новая Гвинея"	"-10.583"	"150.583"	
"LWI"		"Ловай"	"Ловай"	"Папуа - Новая Гвинея"	"-6.317"	"146.633"	
"RJL"	"LELO"		"Логроно"	"Испания"	"42.460528"	"-2.320489"	
"LDR"		"Лодар"	"Лодар"	"Йемен"	"13.883"	"45.867"	
"LOK"	"HKLO"	"Лодвар"	"Лодвар"	"Кения"	"3.121967"	"35.608692"	
"LJA"	"FZVA"	"Лоджа"	"Лоджа"	"Демократическая республика Конго"	"-3.463056"	"23.615556"	
"LCJ"	"EPLL"		"Лодзь"	"Польша"	"51.721881"	"19.398133"	
"LIW"	"VYLK"	"Лойкау"	"Лойкау"	"Мьянма"	"19.691494"	"97.214825"	
"LGI"	"MYLD"		"Лонг Айленд"	"Багамские острова"	"23.179014"	"-75.093597"	
"HAP"		"Лонг Айленд"	"Лонг Айленд"	"Папуа - Новая Гвинея"	"-20.334"	"148.849"	
"LIJ"	"KFRH"	"Лонг Айленд"	"Лонг Айленд"	"Папуа - Новая Гвинея"	"54.9"	"-132.75"	
"LSJ"		"Лонг Айленд"	"Лонг Айленд"	"Папуа - Новая Гвинея"	"-5.350"	"147.017"	
"LPU"	"WRLP"	"Лонг-Апунг"	"Лонг-Апунг"	"Индонезия"	"0.583"	"115.600"	
"LLM"		"Лонг-Лама"	"Лонг-Лама"	"Малайзия"	"3.767"	"114.400"	
"LGL"	"WBGF"	"Лонг-Лелланг"	"Лонг-Лелланг"	"Малайзия"	"3.421389"	"115.153611"	
"LSU"	"WBGU"	"Лонг-Суканг"	"Лонг-Суканг"	"Малайзия"	"4.552222"	"115.494167"	
"LOD"	"NVSG"	"Лонгана"	"Лонгана"	"Вануату"	"-15.306667"	"167.967222"	
"LYR"	"ENSB"		"Лонгербьен"	"Норвегия"	"78.246111"	"15.465556"	
"LCY"	"EGLC"		"Лондон"	"Великобритания"	"51.505278"	"0.055278"	
"LGW"	"EGKK"		"Лондон"	"Великобритания"	"51.148056"	"-0.190278"	
"LHR"	"EGLL"	"Хитроу"	"Лондон"	"Великобритания"	"51.477500"	"-0.461389"	
"QQW"			"Лондон"	"Великобритания"	"51.503056"	"-0.112778"	
"STN"	"EGSS"		"Лондон"	"Великобритания"	"51.885000"	"0.235000"	
"ZLX"			"Лондон"	"Великобритания"	"51.516666666667"	"0.1"	
"LOZ"	"KLOZ"		"Лондон"	"США"	"37.086889"	"-84.077389"	
"LDB"	"SBLO"	"Лондрина"	"Лондрина"	"Бразилия"	"-23.333625"	"-51.130072"	
"LST"	"YMLT"	"Лончестон"	"Лончестон"	"Австралия"	"-41.545278"	"147.214167"	
"XLO"		"Лонь-Йен"	"Лонь-Йен"	"Вьетнам"	"10.333"	"105.483"	
"KKM"	"VTBH"	"Лоп Бури"	"Лоп Бури"	"Таиланд"	"14.949450"	"100.643022"	
"LRG"		"Лора-Лаи"	"Лора-Лаи"	"Пакистан"	"30.355000"	"68.614167"	
"LTO"	"MMLT"	"Лорето"	"Лорето"	"Мексика"	"25.989194"	"-111.348361"	
"LRT"	"LFRH"		"Лориент"	"Франция"	"47.760533"	"-3.439953"	
