"iata_code"	"icao_code"	"name_rus"	"city_rus"	"country_rus"	"latitude"	"longitude"	"tags"
"AAL"	"EKYT"	"Аальборг"	"Аальбург"	"Дания"	"57.092789"	"9.849164"	
"AAR"	"EKAH"		"Аарус"	"Дания"	"56.300017"	"10.619008"	
"AAH"	"EDKA"		"Аахен"	"Германия"	"50.823056"	"6.186111"	
"ABD"	"OIAA"	"Абадан"	"Абадан"	"Иран"	"30.371111"	"48.228333"	
"ABF"	"NGAB"	"Абайянг"	"Абайянг"	"Кирибати"	"1.798611"	"173.040556"	
"ABA"	"UNAA"	"Абакан"	"Абакан"	"Россия"	"53.740000"	"91.385000"	
"ABW"		"Абау"	"Абау"	"Папуа - Новая Гвинея"	"-10.200"	"148.733"	
"EAB"	"OYAB"	"Аббсе"	"Аббсе"	"Йемен"	"15.300"	"43.967"	
"AEA"	"NGTB"	"Абемама-Атолл"	"Абемама-Атолл"	"Кирибати"	"0.490833"	"173.828611"	
"ABJ"	"DIAP"		"Абиджан"	"Кот д'Ивуар"	"5.261386"	"-3.926294"	
"ABG"	"YABI"	"Абингдон"	"Абингдон"	"Австралия"	"-17.617"	"143.167"	
"ABB"	"EGUD"		"Абингдон"	"Великобритания"	"51.690556"	"-1.316667"	
"VJI"	"KVJI"		"Абингдон"	"Эквадор"	"36.687103"	"-82.033327"	
"AJS"		"Абреохос"	"Абреохос"	"Мексика"	"26.727222"	"-113.559444"	
"AUH"	"OMAA"	"Абу-Даби"	"Абу-Даби"	"ОАЭ"	"24.432972"	"54.651138"	
"AZI"	"OMAD"	"Батин"	"Абу-Даби"	"ОАЭ"	"24.428333"	"54.458084"	
"DHF"	"OMAM"		"Абу-Даби"	"ОАЭ"	"24.248249"	"54.547722"	
"AOD"		"Абу-Дейя"	"Абу-Дейя"	"Чад"	"11.467"	"19.283"	
"ABS"	"HEBL"	"Абу-Симбель"	"Абу-Симбель"	"Египет"	"22.375953"	"31.611722"	
"ABV"	"DNAA"		"Абуджа"	"Нигерия"	"9.006792"	"7.263172"	
"AHB"	"OEAB"	"Абха"	"Абха"	"Саудовская Аравия"	"18.240367"	"42.656625"	
"AWB"		"Аваба"	"Аваба"	"Папуа - Новая Гвинея"	"-8.000"	"142.750"	
"AWR"		"Авар"	"Авар"	"Папуа - Новая Гвинея"	"-4.117"	"144.850"	
"AAJ"	"SMCA"		"Аварадам"	"Суринам"	"3.898611"	"-55.577778"	
"AWH"	"HAAW"	"Аварех"	"Аварех"	"Эфиопия"	"8.267"	"44.183"	
"AWA"	"HALA"	"Авасса"	"Авасса"	"Эфиопия"	"7.067222"	"38.490278"	
"AVN"	"LFMV"		"Авиньон"	"Франция"	"43.906581"	"4.902028"	
"AVF"		"Авориаз"	"Аворьяз"	"Франция"	"46.2"	"6.7666666666667"	
"AVU"	"AGGJ"	"Аву-Аву"	"Аву-Аву"	"Соломоновы острова"	"-9.867"	"160.400"	
"AGA"	"GMAD"	"Агадир Альмассира"	"Агадир"	"Марокко"	"30.324997"	"-9.413067"	
"NGM"			"Агана"	"Гуам"	"13.449722222222"	"144.75"	
"IXA"	"VEAT"		"Агартала"	"Индия"	"23.886978"	"91.240450"	
"AGX"	"VOAT"	"Агатти-Айленд"	"Агатти-Айленд"	"Индия"	"10.823656"	"72.176042"	
"AUP"		"Агаун"	"Агаун"	"Папуа - Новая Гвинея"	"-9.917"	"149.383"	
"AGZ"	"FAAG"	"Аггенейз"	"Аггенейз"	"ЮАР"	"-29.281767"	"18.813869"	
"AGF"	"LFBA"		"Аген"	"Франция"	"44.174714"	"0.590619"	
"AGR"	"VIAG"		"Агра"	"Индия"	"27.155831"	"77.960892"	
"AJI"	"LTCO"		"Агри"	"Италия"	"39.654569"	"43.027150"	
"AGQ"	"LGAG"	"Агринио"	"Агринио"	"Греция"	"38.602022"	"21.351208"	
"AGU"	"MMAS"		"Агуаскалиентес"	"Мексика"	"21.705558"	"-102.317858"	
"AGJ"	"RORA"	"Агуни"	"Агуни"	"Япония"	"26.592499"	"127.240833"	
"ADT"	"KADH"	"Ада"	"Ада"	"США"	"34.804262"	"-96.671200"	
"ADA"	"LTAF"	"Адана"	"Адана"	"Турция"	"36.982166"	"35.280388"	
"UAB"	"LTAG"		"Адана"	"Турция"	"37.002100"	"35.425894"	
"ADD"	"HAAB"		"Аддис Абеба"	"Эфиопия"	"8.977889"	"38.799319"	
"ADL"	"YPAD"		"Аделаида"	"Австралия"	"-34.945000"	"138.530556"	
"XHX"	"SNXQ"		"Аделаида"	"Австралия"	"-33.1375"	"136.30305555556"	
"ADE"	"OYAA"	"Международный"	"Аден"	"Йемен"	"12.829542"	"45.028792"	
"AER"	"URSS"	"Адлер - Сочи"	"Адлер"	"Россия"	"43.449928"	"39.956589"	
"AHL"	"SYAH"	"Аисхалтон"	"Аисхалтон"	"Гайана"	"2.473604"	"-59.321110"	
"AIT"	"NCAI"	"Аитутаки"	"Аитутаки"	"Острова Кука"	"-18.830922"	"-159.764233"	
"AYA"		"Айапел"	"Айапел"	"Колумбия"	"8.283"	"-75.133"	
"IDA"	"KIDA"		"Айдахо Фоллз"	"США"	"43.513722"	"-112.070750"	
"AYQ"	"YAYE"		"Айерс Рок"	"Австралия"	"-25.186111"	"130.975556"	
"AJL"	"VEAZ"	"Айзаул"	"Айзаул"	"Индия"	"23.746603"	"92.802767"	
"EIB"	"KGRK"	"Айзенах"	"Айзенах"	"Германия"	"52.15"	"14.666666666667"	
"ISJ"	"MMIM"	"Айла Мухерес"	"Айла Мухерес"	"Мексика"	"21.245033"	"-86.739967"	
"AIL"		"Айлиганди"	"Айлиганди"	"Панама"	"9.217"	"-78.017"	
"AIE"		"Айоме"	"Айоме"	"Папуа - Новая Гвинея"	"-5.133"	"144.717"	
"ATP"			"Айтейп"	"Папуа - Новая Гвинея"	"-3.133"	"142.333"	
"TAJ"		"Таджи"	"Айтейп"	"Папуа - Новая Гвинея"	"-3.183"	"142.417"	
"AYU"		"Айюра"	"Айюра"	"Папуа - Новая Гвинея"	"-6.333"	"145.900"	
"AQJ"	"OJAQ"		"Акаба"	"Иордания"	"29.611619"	"35.018067"	
"ACD"	"SKAD"	"Аканди"	"Аканди"	"Колумбия"	"8.500"	"-73.633"	
"AGV"	"SVAC"	"Акарикуа"	"Акарикуа"	"Венесуэла"	"9.553422"	"-69.237536"	
"AKR"	"DNAK"	"Акере"	"Акере"	"Нигерия"	"7.246739"	"5.301008"	
"AJJ"	"GQNJ"	"Акжужт"	"Акжужт"	"Мавритания"	"19.731667"	"-14.379444"	
"AKE"		"Акиени"	"Акиени"	"Габон"	"-1.129436"	"13.920506"	
"AXT"	"RJSK"	"Акита"	"Акита"	"Япония"	"39.615556"	"140.218611"	
"AKD"	"VAAK"	"Акола"	"Акола"	"Индия"	"20.699006"	"77.058628"	
"AKT"	"LCRA"		"Акротири"	"Кипр"	"34.590416"	"32.987861"	
"AKU"	"ZWAK"	"Аксу"	"Аксу"	"Китай"	"41.262500"	"80.291667"	
"AXU"	"HAAX"	"Аксум"	"Аксум"	"Эфиопия"	"14.146750"	"38.772833"	
"SCO"	"UATE"	"Актау"	"Актау"	"Казахстан"	"43.860050"	"51.091978"	
"AKX"	"UATT"	"Актюбинск"	"Актюбинск"	"Казахстан"	"50.245833"	"57.206667"	
"AEY"	"BIAR"	"Акурейри"	"Акурейри"	"Исландия"	"65.658610"	"-18.072222"	
"KQA"	"KKQA"	"Акутан"	"Акутан"	"США"	"54.133900"	"-165.778383"	
"MOB"	"KMOB"		"Алабама"	"США"	"30.691417"	"-88.242833"	
"ALM"	"KALM"		"Аламогордо"	"США"	"32.839944"	"-105.990583"	
"HMN"	"KHMN"		"Аламогордо"	"США"	"32.851858"	"-106.108536"	
"XAL"		"Алармос"	"Аламос"	"Мексика"	"27.035661"	"-108.948286"	
"ALS"	"KALS"		"Аламоса"	"США"	"37.434917"	"-105.866556"	
"ABC"	"LEAB"		"Албасет"	"Испания"	"38.948528"	"-1.863517"	
"ALL"	"LIMG"	"Албенга"	"Албенга"	"Италия"	"44.050608"	"8.127428"	
"ADH"	"UEEA"	"Алдан"	"Алдан"	"Россия"	"58.602778"	"125.408889"	
"LEG"		"Алег"	"Алег"	"Мавритания"	"17.050"	"-13.917"	
"ALJ"	"FAAB"	"Кортдум"	"Александер-Бей"	"ЮАР"	"-28.575001"	"16.533332"	
"ALR"	"NZLX"	"Александра"	"Александра"	"Новая Зеландия"	"-45.211667"	"169.373333"	
"AXL"	"YALX"	"Александрия"	"Александрия"	"Австралия"	"-19.061667"	"136.713333"	
"ALY"	"HEAX"		"Александрия"	"Египет"	"31.183903"	"29.948889"	
"HBE"	"HEBA"	"Борк Эль Араб"	"Александрия"	"Египет"	"30.917669"	"29.696408"	
"AXN"	"KAXN"	"Александрия"	"Александрия"	"США"	"45.866306"	"-95.394667"	
"ESF"	"KESF"		"Александрия"	"США"	"31.394903"	"-92.295772"	
"AXD"	"LGAL"	"Димокритос"	"Александрополи"	"Греция"	"40.855869"	"25.956264"	
"ALP"	"OSAP"		"Алеппо"	"Сирия"	"36.180675"	"37.224358"	
"ALD"	"SPAR"	"Алерта"	"Алерта"	"Перу"	"-11.683"	"-69.333"	
"ALC"	"LEAL"		"Аликанте"	"Испания"	"38.282169"	"-0.558156"	
"IXD"	"VIAL"		"Аллахабад"	"Индия"	"25.440064"	"81.733872"	
"ALA"	"UAAA"	"Алматы"	"Алматы"	"Казахстан"	"43.352072"	"77.040508"	
"LEI"	"LEAM"	"Альмерия"	"Алмерия"	"Испания"	"36.843936"	"-2.370097"	
"AWE"		"Алове"	"Алове"	"Габон"	"-0.750"	"9.450"	
"IXV"	"VEAN"	"Алонг"	"Алонг"	"Индия"	"28.175317"	"94.802036"	
"ARD"	"WATM"	"Алор-Айленд"	"Алор-Айленд"	"Индонезия"	"-8.132336"	"124.597014"	
"AOR"	"WMKA"	"Алор-Сетар"	"Алор-Сетар"	"Малайзия"	"6.189667"	"100.398183"	
"ALF"	"ENAT"	"Альта"	"Алта"	"Норвегия"	"69.976111"	"23.371667"	
"AFL"	"SBAT"	"Алта-Флореста"	"Алта-Флореста"	"Бразилия"	"-9.866092"	"-56.106206"	
"AAT"	"ZWAT"	"Алтай"	"Алтай"	"Китай"	"47.749"	"88.089"	
"LTI"	"ZMAT"	"Алтай"	"Алтай"	"Монголия"	"46.376111"	"96.221111"	
"ALU"	"HCMA"	"Алула"	"Алула"	"Сомали"	"11.950"	"50.733"	
"AAN"	"OMAL"	"Эль-Аин"	"Аль-Айн"	"ОАЭ"	"24.261667"	"55.609167"	
"AAC"	"HEAR"		"Аль-Ариш"	"Египет"	"31.073333"	"33.835833"	
"AAY"	"OYGD"	"Аль-Гайда"	"Аль-Гайда"	"Йемен"	"16.191666"	"52.175000"	
"AEL"	"KAEL"	"Альберт Ли"	"Альберт Ли"	"США"	"43.681528"	"-93.367250"	
"LBI"	"LFCI"		"Альби"	"Франция"	"43.913278"	"2.116750"	
"ABN"	"SMBN"	"Альбина"	"Альбина"	"Суринам"	"5.513"	"-54.050"	
"BUK"	"OYBQ"	"Альбук"	"Альбук"	"Йемен"	"15.833"	"43.767"	
"ABQ"	"KABQ"		"Альбукерк"	"США"	"35.040194"	"-106.609194"	
"AEI"	"OPKC"	"Альгесирас"	"Альгесирас"	"Испания"	0	0	
"AOC"	"EDAC"		"Альтенбург"	"Германия"	"50.981817"	"12.506361"	
"AME"		"Альто-Молокуэ"	"Альто-Молокуэ"	"Мозамбик"	"-15.633"	"37.700"	
"WAP"	"SCAP"	"Альто-Палена"	"Альто-Палена"	"Чили"	"-43.615278"	"-71.806944"	
"ARR"	"SAVR"	"Альто-Рио-Сенгерр"	"Альто-Рио-Сенгерр"	"Аргентина"	"-45.017"	"-70.800"	
"AJO"		"Альюф"	"Альюф"	"Йемен"	"15.717"	"44.250"	
"AHT"	"PHKO"	"Ам-Тиман"	"Ам-Тиман"	"США"	"51.5"	179	
"AMF"		"Ама"	"Ама"	"Папуа - Новая Гвинея"	"-4.100"	"141.667"	
"AZB"		"Амазон-Бей"	"Амазон-Бей"	"Папуа - Новая Гвинея"	"-10.300"	"149.333"	
"AFI"	"SKAM"	"Амалфи"	"Амалфи"	"Колумбия"	"6.916667"	"-75.066667"	
"ASJ"	"RJKA"	"Амами-О-Сима"	"Амами-О-Сима"	"Япония"	"28.430633"	"129.712542"	
"AMU"		"Аманаб"	"Аманаб"	"Папуа - Новая Гвинея"	"-3.583"	"141.200"	
"TDW"	"KTDW"	"Трейдвинд"	"Амарильо"	"США"	"35.169889"	"-101.825861"	
"AHI"	"WAPA"	"Амахаи"	"Амахаи"	"Индонезия"	"-3.348"	"128.926"	
"IVA"	"FMNJ"	"Амбандза"	"Амбандза"	"Мадагаскар"	"-13.650"	"48.467"	
"ATF"	"SEAM"		"Амбато"	"Эквадор"	"-1.212067"	"-78.574636"	
"AHY"		"Амбатолахи"	"Амбатолахи"	"Мадагаскар"	"-20.000"	"45.533"	
"AMY"		"Амбатомаинти"	"Амбатомаинти"	"Мадагаскар"	"-17.683"	"45.617"	
"WAM"	"FMMZ"	"Амбатондразака"	"Амбатондразака"	"Мадагаскар"	"-17.800"	"48.433"	
"AMB"	"FMNE"	"Амбилобе"	"Амбилобе"	"Мадагаскар"	"-13.188431"	"48.987978"	
"AMQ"	"WAPP"		"Амбон"	"Индонезия"	"-3.710264"	"128.089136"	
"ASV"	"HKAM"	"Амбосели"	"Амбосели"	"Кения"	"-2.633"	"37.250"	
"AUJ"		"Амбунти"	"Амбунти"	"Папуа - Новая Гвинея"	"-4.217"	"142.817"	
"AMV"	"ULDD"	"Амдерма"	"Амдерма"	"Россия"	"69.763333"	"61.556389"	
"ADJ"	"OJAM"		"Амман"	"Иордания"	"31.972703"	"35.991569"	
"AMM"	"OJAI"		"Амман"	"Иордания"	"31.722556"	"35.993214"	
"AMP"	"FMSY"	"Ампанихи"	"Ампанихи"	"Мадагаскар"	"-24.699722"	"44.734167"	
"ATQ"	"VIAR"		"Амритсар"	"Индия"	"31.709594"	"74.797264"	
"AMS"	"EHAM"		"Амстердам"	"Нидерланды"	"52.308613"	"4.763889"	
"AAA"	"NTGA"	"Анаа"	"Анаа"	"Французская Полинезия"	"-17.355000"	"-145.508333"	
"DYR"	"UHMA"	"Угольный"	"Анадырь"	"Россия"	"64.734950"	"177.741483"	
"AAO"	"SVAN"	"Анако"	"Анако"	"Венесуэла"	"9.430225"	"-64.470725"	
"HVA"	"FMNL"	"Аналалава"	"Аналалава"	"Мадагаскар"	"-14.629694"	"47.763783"	
"AAQ"	"URKA"	"Витязево"	"Анапа"	"Россия"	"45.002097"	"37.347272"	
"ANA"	"KANA"		"Анахайм"	"США"	"33.812500"	"-117.918889"	
"AGD"	"WASG"	"Ангги"	"Ангги"	"Индонезия"	"-1.383"	"133.867"	
"ANQ"	"KANQ"		"Ангола"	"США"	"41.639698"	"-85.083493"	
"AGG"		"Ангорам"	"Ангорам"	"Папуа - Новая Гвинея"	"-4.050"	"144.067"	
"AKG"		"Ангуганак"	"Ангуганак"	"Папуа - Новая Гвинея"	"-3.550"	"142.217"	
"ANG"	"LFBU"		"Ангулем"	"Франция"	"45.729475"	"0.219153"	
"ZWA"	"FMND"	"Андапа"	"Андапа"	"Мадагаскар"	"-14.651667"	"49.620556"	
"ANS"	"SPHY"	"Андауайлас"	"Андауайлас"	"Перу"	"-13.706408"	"-73.350378"	
"ANX"	"ENAN"	"Анденес"	"Анденес"	"Норвегия"	"69.292500"	"16.144167"	
"ADN"	"SKAN"	"Андес"	"Андес"	"Колумбия"	"5.656"	"-75.879"	
"AZN"	"UTKA"	"Андижан"	"Андижан"	"Узбекистан"	"40.727739"	"72.294019"	
"ALV"			"Андорра-ла-Велла"	"Андорра"	"42.506"	"1.522"	
"WAD"		"Андриамена"	"Андриамена"	"Мадагаскар"	"-17.450"	"47.500"	
"ANL"	"FNAL"	"Андуло"	"Андуло"	"Ангола"	"-11.471389"	"16.710833"	
"NGD"	"TUPA"	"Анегада"	"Анегада"	"Британские Виргинские острова"	"18.727500"	"-64.328056"	
"AUY"	"NVVA"	"Анейтьюм"	"Анейтьюм"	"Вануату"	"-20.249167"	"169.771389"	
"ANE"	"LFJR"		"Анжер"	"Франция"	"47.560211"	"-0.312128"	
"AJN"	"FMCV"		"Анжуан"	"Коморские острова"	"-12.131667"	"44.430279"	
"AWD"	"NVVB"	"Анива"	"Анива"	"Вануату"	"-19.240000"	"169.605000"	
"JVA"	"FMMK"	"Анкавандра"	"Анкавандра"	"Мадагаскар"	"-18.800"	"45.283"	
"WAK"	"FMSZ"	"Анказоабо"	"Анказоабо"	"Мадагаскар"	"-22.295833"	"44.531111"	
"ANK"	"LTAD"		"Анкара"	"Турция"	"39.949831"	"32.688622"	
"ESB"	"LTAC"		"Анкара"	"Турция"	"40.128082"	"32.995083"	
"AOI"	"LIPY"		"Анкона"	"Италия"	"43.616342"	"13.362319"	
"ANC"	"PANC"		"Анкораж"	"США"	"61.174361"	"-149.996361"	
"EDF"	"PAED"		"Анкораж"	"США"	"61.251347"	"-149.806514"	
"MRI"	"PAMR"		"Анкораж"	"США"	"61.213545"	"-149.844446"	
"ZUD"	"SCAC"	"Анкуд"	"Анкуд"	"Чили"	"-41.903889"	"-73.797500"	
"AOB"		"Аннаберг"	"Аннаберг"	"Папуа - Новая Гвинея"	"-4.917"	"144.650"	
"NAI"	"SYAN"	"Аннаи"	"Аннаи"	"Гайана"	"3.959442"	"-59.124168"	
"ANP"	"KANP"	"Ли"	"Аннаполис"	"США"	"38.942878"	"-76.568399"	
"NCY"	"LFLP"		"Аннеси"	"Франция"	"45.930775"	"6.106289"	
"ATA"	"SPHZ"	"Анта"	"Анта"	"Перу"	"-9.347444"	"-77.598392"	
"ANM"	"FMNH"	"Антсирабато"	"Анталаха"	"Мадагаскар"	"-14.999411"	"50.320233"	
"AYT"	"LTAI"	"Анталия"	"Анталия"	"Турция"	"36.898731"	"30.800461"	
"ANR"	"EBAW"		"Антверпен"	"Бельгия"	"51.189444"	"4.460278"	
"ANF"	"SCFA"		"Антофагаста"	"Чили"	"-23.444478"	"-70.445100"	
"WAQ"	"FMMG"	"Антсалова"	"Антсалова"	"Мадагаскар"	"-18.700"	"44.617"	
"WAI"	"FMNW"	"Антсохиху"	"Антсохиху"	"Мадагаскар"	"-14.898750"	"47.993894"	
"ACJ"	"KACJ"	"Анурадхапура"	"Анурадхапура"	"Шри-Ланка"	"32.110799"	"-84.188848"	
"ATJ"	"FMME"	"Анцирабе"	"Анцирабе"	"Мадагаскар"	"-19.836944"	"47.065278"	
"AKA"	"ZLAK"	"Анькан"	"Анькан"	"Китай"	"32.708056"	"108.931389"	
"AQG"	"ZSAQ"	"Аньцин"	"Аньцин"	"Китай"	"30.582222"	"117.050278"	
"AOG"	"ZYAS"	"Аншан"	"Аньшань"	"Китай"	"41.105278"	"122.853889"	
"AYN"	"ZHAY"	"Аньян"	"Аньян"	"Китай"	"36.133889"	"114.343889"	
"AOJ"	"RJSA"	"Аомори"	"Аомори"	"Япония"	"40.734722"	"140.690833"	
"AOT"	"LIMW"		"Аоста"	"Италия"	"45.738456"	"7.368719"	
"APO"	"SKLC"	"Апартадо"	"Апартадо"	"Колумбия"	"7.811817"	"-76.716325"	
"AZG"	"MMAG"	"Апацинган"	"Апацинган"	"Мексика"	"19.093425"	"-102.393608"	
"API"	"SKAP"	"Апиай"	"Апиай"	"Колумбия"	"4.076069"	"-73.562731"	
"APB"	"SLAP"	"Аполо"	"Аполо"	"Боливия"	"-14.733"	"-68.417"	
"RAW"		"Арава"	"Арава"	"Папуа - Новая Гвинея"	"-6.217"	"155.567"	
"ARW"	"LRAR"	"Арад"	"Арад"	"Румыния"	"46.176550"	"21.262022"	
"ARP"		"Араджип"	"Араджип"	"Папуа - Новая Гвинея"	"-9.867"	"149.483"	
"AJU"	"SBAR"	"Санта Мария"	"Аракайю"	"Бразилия"	"-10.984000"	"-37.070333"	
"AAK"	"NGUK"	"Аранука"	"Аранука"	"Кирибати"	"0.185278"	"173.636667"	
"RAE"	"OERR"	"Арар"	"Арар"	"Саудовская Аравия"	"30.906589"	"41.138217"	
"ACR"	"SKAC"	"Араракуара"	"Араракуара"	"Колумбия"	"-0.601111"	"-72.397778"	
"AUC"	"SKUC"	"Араука"	"Араука"	"Колумбия"	"7.068889"	"-70.736944"	
"ARQ"		"Араукита"	"Араукита"	"Колумбия"	"7.021058"	"-71.388864"	
"AMH"	"HAAM"	"Арба-Минч"	"Арба-Минч"	"Эфиопия"	"6.039389"	"37.590453"	
"ARO"		"Арболетас"	"Арболетас"	"Колумбия"	"8.833"	"-76.433"	
"AJR"	"ESNX"	"Арвидсьяур"	"Арвидсьяур"	"Швеция"	"65.590278"	"19.281944"	
"AMZ"	"NZAR"	"Ардмор"	"Ардмор"	"Новая Зеландия"	"-37.029722"	"174.973333"	
"ADM"	"KADM"		"Ардмор"	"США"	"34.304250"	"-97.020583"	
"AHD"	"KAHD"		"Ардмор"	"США"	"34.146989"	"-97.122652"	
"AQP"	"SPQU"		"Арекуипа"	"Перу"	"-16.341072"	"-71.583083"	
"XAR"	"DFOY"	"Арибинда"	"Арибинда"	"Буркина-Фасо"	"14.217"	"-0.883"	
"ACM"		"Арика"	"Арика"	"Колумбия"	"-2.133"	"-71.783"	
"ARI"	"SCAR"		"Арика"	"Чили"	"-18.348531"	"-70.338742"	
"AYK"	"UAUR"	"Аркалык"	"Аркалык"	"Казахстан"	"50.318611"	"66.952777"	
"ARL"	"DFER"	"Арли"	"Арли"	"Буркина-Фасо"	"11.597"	"1.483"	
"RLT"	"DRZL"	"Арлит"	"Арлит"	"Нигер"	"18.790833"	"7.365278"	
"AXM"	"SKAR"		"Армения"	"Колумбия"	"4.453333"	"-75.765833"	
"ARM"	"YARM"	"Армидаль"	"Армидаль"	"Австралия"	"-30.528056"	"151.617222"	
"AMR"		"Арно"	"Арно"	"Маршалловы острова"	"7.083"	"171.683"	
"AOA"		"Ароа"	"Ароа"	"Папуа - Новая Гвинея"	"-9.017"	"146.800"	
"RNA"	"AGAR"		"Арона"	"Мадагаскар"	"-9.853333"	"161.974167"	
"AON"		"Арона"	"Арона"	"Соломоновы острова"	"-6.300"	"146.017"	
"AIS"	"NGTR"	"Ароре-Айленд"	"Ароре-Айленд"	"Кирибати"	"-2.616111"	"176.802500"	
"ACE"	"GCRR"	"Ланцароте"	"Арресиф"	"Испания"	"28.945464"	"-13.605225"	
"ARJ"	"WAJA"	"Арсо"	"Арсо"	"Индонезия"	"-2.917"	"140.783"	
"JRK"	"BGAR"	"Арсук"	"Арсук"	"Гренландия"	"61.183333"	"-48.416667"	
"ATI"	"SUAG"	"Артигас"	"Артигас"	"Уругвай"	"-30.400706"	"-56.507869"	
"RUA"	"HUAR"	"Аруа"	"Аруа"	"Уганда"	"3.050"	"30.917"	
"ARK"	"HTAR"	"Аруша"	"Аруша"	"Танзания"	"-3.367794"	"36.633333"	
"ARH"	"ULAA"	"Талаги"	"Архангельск"	"Россия"	"64.600280"	"40.716667"	
"USQ"	"LTBO"	"Асак"	"Асак"	"Турция"	"38.681478"	"29.471675"	
"APP"		"Асапа"	"Асапа"	"Папуа - Новая Гвинея"	"-8.967"	"148.100"	
"AAU"	"NSAU"	"Асау"	"Асау"	"Самоа"	"-13.505778"	"-172.627972"	
"AKJ"	"RJEC"	"Асахикава"	"Асахикава"	"Япония"	"43.670833"	"142.447500"	
"AEK"		"Асеки"	"Асеки"	"Папуа - Новая Гвинея"	"-7.350"	"146.183"	
"ALK"		"Асела"	"Асела"	"Эфиопия"	"7.967"	"39.117"	
"ASZ"		"Асирим"	"Асирим"	"Папуа - Новая Гвинея"	"-5.867"	"150.367"	
"ASC"	"SLAS"	"Аскеншн"	"Аскеншн"	"Боливия"	"-15.717"	"-63.100"	
"ACO"	"LSZD"	"Аскона"	"Аскона"	"Швейцария"	"46.157778"	"8.781944"	
"ASO"	"HASO"	"Асоса"	"Асоса"	"Эфиопия"	"10.018550"	"34.586253"	
"ASE"	"KASE"	"Аспен"	"Аспен"	"США"	"39.223167"	"-106.868861"	
"ASA"	"HHSB"		"Ассаб"	"Эритрея"	"13.071783"	"42.645006"	
"TSE"	"UACC"	"Астана"	"Астана"	"Казахстан"	"51.022222"	"71.466944"	
"AKQ"	"WIAG"		"Астраксетра"	"Индонезия"	"-4.612"	"105.232"	
"ASF"	"URWA"	"Астрахань"	"Астрахань"	"Россия"	"46.283333"	"48.006278"	
"ASW"	"HESN"	"Асуан"	"Асуан"	"Египет"	"23.964356"	"32.819975"	
"ASU"	"SGAS"		"Асунсьон"	"Парагвай"	"-25.239850"	"-57.519133"	
"ATZ"	"HEAT"	"Асьют"	"Асьют"	"Египет"	"27.046508"	"31.011983"	
"AXK"	"OYAT"	"Атак"	"Атак"	"Йемен"	"14.551322"	"46.826183"	
"ATR"	"GQPA"		"Атар"	"Мавритания"	"20.506828"	"-13.043194"	
"AUT"	"WPAT"	"Атауро"	"Атауро"	"Индонезия"	"-8.267"	"125.602"	
"ATB"	"HSAT"	"Атбара"	"Атбара"	"Судан"	"17.709722"	"34.056944"	
"ATX"		"Атбасар"	"Атбасар"	"Казахстан"	"51.851667"	"68.363333"	
"ATV"	"FTTI"	"Ати"	"Ати"	"Чад"	"13.238889"	"18.313333"	
"ABP"		"Аткамба"	"Аткамба"	"Папуа - Новая Гвинея"	"-6.050"	"141.083"	
"FTY"	"KFTY"		"Атланта"	"США"	"33.779139"	"-84.521361"	
"JAE"	"KJAE"		"Атланта"	"США"	"9.7166666666667"	"-82.983333333333"	
"JAJ"	"KJAJ"		"Атланта"	"США"	"33.765"	"-84.41777777"	
"JAO"	"KJAO"		"Атланта"	"США"	"33.93333333"	"-84.15"	
"JGL"			"Атланта"	"США"	"33.885103"	"-84.462707"	
"ACY"	"KACY"		"Атлантик Сити"	"США"	"39.457583"	"-74.577167"	
"AIY"	"KAIY"		"Атлантик Сити"	"США"	"39.366666666667"	"-74.45"	
"JSL"			"Атлантик Сити"	"США"	"39.354839"	"-74.417649"	
"ATD"	"AGAT"	"Атоифи"	"Атоифи"	"Соломоновы острова"	"-8.873333"	"161.011389"	
"AOU"	"VLAP"	"Аттопью"	"Аттопью"	"Лаос"	"14.800"	"106.833"	
"GUW"	"UATG"	"Атырау"	"Атырау"	"Казахстан"	"47.121944"	"51.821389"	
"IXU"	"VAAU"		"Аурангабад"	"Индия"	"19.862728"	"75.398114"	
"AHN"	"KAHN"	"Афины"	"Афины"	"Греция"	"33.948595"	"-83.326347"	
"ATH"	"LGAV"		"Афины"	"Греция"	"37.936358"	"23.944467"	
"ATO"	"KUNI"		"Афины"	"Греция"	"39.211893"	"-82.229255"	
"HEW"			"Афины"	"Греция"	"37.983333333333"	"23.733333333333"	
"MMI"	"KMMI"		"Афины"	"Греция"	"35.399194"	"-84.561778"	
"SPJ"	"LGSP"		"Афины"	"Греция"	"36.973892"	"22.526292"	
"AFY"	"LTAH"	"Афион"	"Афион"	"Турция"	"38.726425"	"30.601114"	
"AFR"		"Афоре"	"Афоре"	"Папуа - Новая Гвинея"	"-9.133"	"148.383"	
"AFO"	"KAFO"		"Афтон"	"США"	"42.708778"	"-110.942167"	
"AFT"	"AGAF"		"Афутара"	"Соломоновы острова"	"-9.191111"	"160.949167"	
"AWZ"	"OIAW"	"Ахваз"	"Ахваз"	"Иран"	"31.337431"	"48.761950"	
"AMD"	"VAAH"	"Ахмедабад"	"Ахмедабад"	"Индия"	"23.077242"	"72.634650"	
"AHS"		"Ахуас"	"Ахуас"	"Гондурас"	"15.472222"	"-84.352222"	
"ACU"		"Ахутупо"	"Ахутупо"	"Панама"	"9.183"	"-78.017"	
